代碼,法條名稱,發布時間,包含資訊
08120,石門水庫及其集水區整治特別條例,中華民國95年1月13日制定;中華民國95年1月27日公布,異動條文及理由;立法歷程
08120,石門水庫及其集水區整治特別條例,中華民國99年11月16日修正;中華民國99年12月8日公布,異動條文及理由;立法歷程
08120,石門水庫及其集水區整治特別條例,中華民國101年1月26日期滿廢止,廢止理由
08121,有限合夥法,中華民國104年6月5日制定;中華民國104年6月24日公布,異動條文及理由;立法歷程
08123,曾文南化烏山頭水庫治理及穩定南部地區供水特別條例,中華民國99年4月20日制定;中華民國99年5月12日公布,異動條文及理由;立法歷程
08123,曾文南化烏山頭水庫治理及穩定南部地區供水特別條例,中華民國105年5月11日期滿廢止,廢止理由
08125,文化創意產業發展法,中華民國99年1月7日制定;中華民國99年2月3日公布,異動條文及理由;立法歷程
08125,文化創意產業發展法,中華民國107年12月25日修正;中華民國108年1月7日公布,異動條文及理由;立法歷程
08128,產業創新條例,中華民國99年4月16日制定;中華民國99年5月12日公布,異動條文及理由;立法歷程
08128,產業創新條例,中華民國103年5月30日修正;中華民國103年6月18日公布,異動條文及理由;立法歷程
08128,產業創新條例,中華民國104年12月15日修正;中華民國104年12月30日公布,異動條文及理由;立法歷程
08128,產業創新條例,中華民國106年11月3日修正;中華民國106年11月22日公布,異動條文及理由;立法歷程
08128,產業創新條例,中華民國107年5月29日修正;中華民國107年6月20日公布,異動條文及理由;立法歷程
08128,產業創新條例,中華民國108年6月19日修正;中華民國108年7月3日公布,異動條文
08131,振興經濟消費券發放特別條例,中華民國97年12月5日制定;中華民國97年12月5日公布,異動條文及理由;立法歷程
08131,振興經濟消費券發放特別條例,中華民國98年9月30日期滿廢止,廢止理由
08133,文化基本法,中華民國108年5月10日制定;中華民國108年6月5日公布,立法歷程;異動條文
08137,金融消費者保護法,中華民國100年6月3日制定;中華民國100年6月29日公布,異動條文及理由;立法歷程
08137,金融消費者保護法,中華民國103年5月20日修正;中華民國103年6月4日公布,異動條文及理由;立法歷程
08137,金融消費者保護法,中華民國104年1月22日修正;中華民國104年2月4日公布,異動條文及理由;立法歷程
08137,金融消費者保護法,中華民國105年12月9日修正;中華民國105年12月28日公布,異動條文及理由;立法歷程
08148,特種貨物及勞務稅條例,中華民國100年4月15日制定;中華民國100年5月4日公布,異動條文及理由;立法歷程
08148,特種貨物及勞務稅條例,中華民國103年12月23日修正;中華民國104年1月7日公布,異動條文及理由;立法歷程
08148,特種貨物及勞務稅條例,中華民國104年6月5日修正;中華民國104年6月24日公布,異動條文及理由;立法歷程
08149,多層次傳銷管理法,中華民國103年1月14日制定;中華民國103年1月29日公布,異動條文及理由;立法歷程
08156,流域綜合治理特別條例,中華民國103年1月14日制定;中華民國103年1月29日公布,異動條文及理由;立法歷程
08160,再生水資源發展條例,中華民國104年12月14日制定;中華民國104年12月30日公布,異動條文及理由;立法歷程
08180,外國專業人才延攬及僱用法,中華民國106年10月31日制定;中華民國106年11月22日公布,異動條文及理由;立法歷程
90001,商會法,中華民國18年7月19日制定;中華民國18年8月15日公布,異動條文
90001,商會法,中華民國19年2月15日修正;中華民國19年3月3日公布,異動條文
90001,商會法,中華民國26年11月17日全文修正;中華民國27年1月13日公布,異動條文
90001,商會法,中華民國61年7月14日廢止;中華民國61年7月26日公布,廢止理由;立法歷程
90002,商業同業公會法,中華民國26年11月17日制定;中華民國27年1月13日公布,異動條文
90002,商業同業公會法,中華民國61年7月14日廢止;中華民國61年7月26日公布,廢止理由;立法歷程
90003,省防空司令部組織條例,中華民國33年5月30日制定;中華民國33年6月16日公布,異動條文
90003,省防空司令部組織條例,中華民國67年10月17日廢止;中華民國67年10月27日公布,廢止理由;立法歷程
90004,省保安司令部組織條例,中華民國32年12月30日制定;中華民國33年1月19日公布,異動條文
90004,省保安司令部組織條例,中華民國37年12月7日全文修正;中華民國38年1月6日公布,異動條文
90004,省保安司令部組織條例,中華民國67年10月17日廢止;中華民國67年10月27日公布,廢止理由;立法歷程
90005,防空疏散建築用地徵用領用條例,中華民國44年12月16日制定;中華民國44年12月29日公布,立法歷程;異動條文
90005,防空疏散建築用地徵用領用條例,中華民國72年4月8日廢止;中華民國72年4月15日公布,廢止理由;立法歷程
90006,陸軍中將加銜暫行條例,中華民國25年2月29日制定;中華民國25年2月29日公布,異動條文
90006,陸軍中將加銜暫行條例,中華民國59年5月19日廢止;中華民國59年5月30日公布,廢止理由;立法歷程
90007,博士學位評定會組織條例,中華民國49年4月5日制定;中華民國49年4月14日公布,立法歷程;異動條文
90007,博士學位評定會組織條例,中華民國65年11月30日修正;中華民國66年2月3日公布,異動條文及理由;立法歷程
90007,博士學位評定會組織條例,中華民國67年5月23日修正;中華民國67年6月2日公布,異動條文及理由;立法歷程
90007,博士學位評定會組織條例,中華民國72年4月26日廢止;中華民國72年5月6日公布,廢止理由;立法歷程
90008,陸軍大學校組織法,中華民國18年7月27日制定;中華民國18年8月23日公布,異動條文
90008,陸軍大學校組織法,中華民國19年11月22日修正;中華民國19年12月4日公布,異動條文
90008,陸軍大學校組織法,中華民國21年4月4日修正;中華民國21年4月20日公布,異動條文
90008,陸軍大學校組織法,中華民國23年6月28日修正;中華民國23年7月19日公布,異動條文
90008,陸軍大學校組織法,中華民國24年7月12日全文修正;中華民國24年8月9日公布,異動條文
90008,陸軍大學校組織法,中華民國34年2月27日全文修正;中華民國34年4月7日公布,異動條文
90008,陸軍大學校組織法,中華民國67年10月17日廢止;中華民國67年10月27日公布,廢止理由;立法歷程
90009,名譽博士學位授予條例,中華民國49年4月22日制定;中華民國49年4月29日公布,立法歷程;異動條文
90009,名譽博士學位授予條例,中華民國66年1月18日廢止;中華民國66年2月3日公布,廢止理由;立法歷程
90010,國民義務勞動法,中華民國32年11月16日制定;中華民國32年12月4日公布,異動條文
90010,國民義務勞動法,中華民國68年11月9日廢止;中華民國68年11月19日公布,廢止理由;立法歷程
90011,中央法規制定標準法,中華民國40年11月13日制定;中華民國40年11月23日公布,異動條文
90011,中央法規制定標準法,中華民國59年8月18日廢止;中華民國59年8月31日公布,廢止理由;立法歷程
90012,法律廢止條例,中華民國41年11月11日制定;中華民國41年11月20日公布,異動條文
90012,法律廢止條例,中華民國59年8月18日廢止;中華民國59年8月31日公布,廢止理由;立法歷程
90013,法律施行日期條例,中華民國21年8月27日制定;中華民國21年12月23日公布,異動條文
90013,法律施行日期條例,中華民國59年8月18日廢止;中華民國59年8月31日公布,廢止理由;立法歷程
90014,東南鼠疫防治處組織條例,中華民國35年8月29日制定;中華民國35年9月10日公布,異動條文
90014,東南鼠疫防治處組織條例,中華民國37年3月13日全文修正;中華民國37年3月26日公布,異動條文
90014,東南鼠疫防治處組織條例,中華民國61年3月7日廢止;中華民國61年3月18日公布,廢止理由;立法歷程
90015,內政部檢疫所組織條例,中華民國37年12月28日制定;中華民國38年1月19日公布,異動條文
90015,內政部檢疫所組織條例,中華民國44年5月24日修正;中華民國44年6月4日公布,立法歷程;異動條文
90015,內政部檢疫所組織條例,中華民國61年3月21日廢止;中華民國61年3月28日公布,廢止理由;立法歷程
90016,取締棉花攙水攙雜暫行條例,中華民國23年6月28日制定;中華民國23年7月10日公布,異動條文
90016,取締棉花攙水攙雜暫行條例,中華民國25年3月13日全文修正;中華民國25年3月25日公布,異動條文
90016,取締棉花攙水攙雜暫行條例,中華民國61年10月31日廢止;中華民國61年11月11日公布,廢止理由;立法歷程
90017,陸軍禮節條例,中華民國17年7月26日制定;中華民國17年7月26日公布,異動條文
90017,陸軍禮節條例,中華民國19年7月19日全文修正;中華民國19年8月8日公布,異動條文
90017,陸軍禮節條例,中華民國24年9月13日全文修正;中華民國24年10月23日公布,異動條文
90017,陸軍禮節條例,中華民國31年4月30日全文修正;中華民國31年5月23日公布,異動條文
90017,陸軍禮節條例,中華民國31年12月19日修正;中華民國32年1月4日公布,異動條文
90017,陸軍禮節條例,中華民國32年12月30日修正;中華民國33年1月20日公布,異動條文
90017,陸軍禮節條例,中華民國33年11月18日修正;中華民國33年12月4日公布,異動條文
90017,陸軍禮節條例,中華民國61年10月31日廢止;中華民國61年11月11日公布,廢止理由;立法歷程
90018,海軍禮節條例,中華民國20年2月7日制定;中華民國20年2月23日公布,異動條文
90018,海軍禮節條例,中華民國21年6月11日全文修正;中華民國21年8月20日公布,異動條文
90018,海軍禮節條例,中華民國61年10月31日廢止;中華民國61年11月11日公布,廢止理由;立法歷程
90019,僑務委員會駐各口岸僑務局組織條例,中華民國34年10月31日制定;中華民國34年11月16日公布,異動條文
90019,僑務委員會駐各口岸僑務局組織條例,中華民國61年11月28日廢止;中華民國61年12月9日公布,廢止理由;立法歷程
90020,經濟部高雄加工出口區管理處組織條例,中華民國55年7月1日制定;中華民國55年7月13日公布,立法歷程;異動條文
90020,經濟部高雄加工出口區管理處組織條例,中華民國61年12月15日廢止;中華民國61年12月28日公布,廢止理由;立法歷程
90021,遺產稅法,中華民國35年3月23日制定;中華民國35年6月16日公布,異動條文
90021,遺產稅法,中華民國39年5月31日修正;中華民國39年6月21日公布,異動條文
90021,遺產稅法,中華民國41年9月12日全文修正;中華民國41年9月26日公布,異動條文
90021,遺產稅法,中華民國62年1月26日廢止;中華民國62年2月6日公布,廢止理由;立法歷程
90022,造船獎勵條例,中華民國25年9月18日制定;中華民國25年10月9日公布,異動條文
90022,造船獎勵條例,中華民國62年3月13日廢止;中華民國62年3月22日公布,廢止理由;立法歷程
90023,中國農民銀行兼辦土地金融業務條例,中華民國30年8月9日制定;中華民國30年9月5日公布,異動條文
90023,中國農民銀行兼辦土地金融業務條例,中華民國61年10月31日廢止;中華民國61年11月11日公布,廢止理由;立法歷程
90024,財政部鹽務總局鹽警管理處組織條例,中華民國36年12月27日制定;中華民國37年1月10日公布,異動條文
90024,財政部鹽務總局鹽警管理處組織條例,中華民國62年3月27日廢止;中華民國62年4月11日公布,廢止理由;立法歷程
90025,中央古物保管委員會組織條例,中華民國21年1月29日制定;中華民國21年5月16日公布,異動條文
90025,中央古物保管委員會組織條例,中華民國24年11月8日全文修正;中華民國24年11月19日公布,異動條文
90025,中央古物保管委員會組織條例,中華民國62年3月27日廢止;中華民國62年4月11日公布,廢止理由;立法歷程
90026,考試法,中華民國18年7月13日制定;中華民國18年8月1日公布,異動條文
90026,考試法,中華民國22年2月17日全文修正;中華民國22年2月23日公布,異動條文
90026,考試法,中華民國24年7月12日全文修正;中華民國24年7月31日公布,異動條文
90026,考試法,中華民國37年7月17日全文修正;中華民國37年7月21日公布,異動條文
90026,考試法,中華民國41年2月12日修正;中華民國41年2月27日公布,異動條文
90026,考試法,中華民國43年12月7日修正;中華民國43年12月17日公布,立法歷程;異動條文
90026,考試法,中華民國51年8月17日全文修正;中華民國51年8月29日公布,立法歷程;異動條文
90026,考試法,中華民國57年12月3日修正;中華民國57年12月12日公布,立法歷程;異動條文
90026,考試法,中華民國61年1月25日修正;中華民國61年2月5日公布,異動條文及理由;立法歷程
90026,考試法,中華民國69年11月7日修正;中華民國69年11月24日公布,異動條文及理由;立法歷程
90026,考試法,中華民國75年1月10日廢止;中華民國75年1月24日公布,廢止理由;立法歷程
90027,分類職位公務人員考試法,中華民國56年5月23日制定;中華民國56年6月8日公布,立法歷程;異動條文
90027,分類職位公務人員考試法,中華民國57年4月26日修正;中華民國57年5月9日公布,立法歷程;異動條文
90027,分類職位公務人員考試法,中華民國58年8月5日修正;中華民國58年8月25日公布,立法歷程;異動條文
90027,分類職位公務人員考試法,中華民國61年1月25日修正;中華民國61年2月5日公布,異動條文及理由;立法歷程
90027,分類職位公務人員考試法,中華民國67年10月17日修正;中華民國67年10月27日公布,異動條文及理由;立法歷程
90027,分類職位公務人員考試法,中華民國75年1月10日廢止;中華民國75年1月24日公布,廢止理由;立法歷程
90028,分類職位公務人員任用法,中華民國56年5月26日制定;中華民國56年6月8日公布,立法歷程;異動條文
90028,分類職位公務人員任用法,中華民國57年4月26日修正;中華民國57年5月9日公布,立法歷程;異動條文
90028,分類職位公務人員任用法,中華民國58年8月8日全文修正;中華民國58年8月25日公布,立法歷程;異動條文
90028,分類職位公務人員任用法,中華民國61年1月25日修正;中華民國61年2月3日公布,異動條文及理由;立法歷程
90028,分類職位公務人員任用法,中華民國67年11月3日修正;中華民國67年11月10日公布,異動條文及理由;立法歷程
90028,分類職位公務人員任用法,中華民國76年1月9日廢止;中華民國76年1月14日公布,廢止理由;立法歷程
90029,分類職位公務人員俸給法,中華民國56年5月26日制定;中華民國56年6月8日公布,立法歷程;異動條文
90029,分類職位公務人員俸給法,中華民國57年4月26日修正;中華民國57年5月9日公布,立法歷程;異動條文
90029,分類職位公務人員俸給法,中華民國58年8月12日全文修正;中華民國58年8月25日公布,立法歷程;異動條文
90029,分類職位公務人員俸給法,中華民國67年11月24日修正;中華民國67年12月6日公布,異動條文及理由;立法歷程
90029,分類職位公務人員俸給法,中華民國76年1月9日廢止;中華民國76年1月14日公布,廢止理由;立法歷程
90030,公務職位分類法,中華民國47年10月17日制定;中華民國47年10月30日公布,立法歷程;異動條文
90030,公務職位分類法,中華民國56年12月5日修正;中華民國56年12月19日公布,立法歷程;異動條文
90030,公務職位分類法,中華民國58年7月29日全文修正;中華民國58年8月25日公布,立法歷程;異動條文
90030,公務職位分類法,中華民國62年10月26日修正;中華民國62年11月6日公布,異動條文及理由;立法歷程
90030,公務職位分類法,中華民國76年1月9日廢止;中華民國76年1月14日公布,廢止理由;立法歷程
90031,國軍軍官佐考績條例,中華民國37年12月7日制定;中華民國38年1月7日公布,異動條文
90031,國軍軍官佐考績條例,中華民國68年12月14日廢止;中華民國68年12月28日公布,廢止理由;立法歷程
90032,戰時全國技術員工管制條例,中華民國32年6月26日制定;中華民國32年7月9日公布,異動條文
90032,戰時全國技術員工管制條例,中華民國61年3月7日廢止;中華民國61年3月18日公布,廢止理由;立法歷程
90033,船舶無線電台條例,中華民國24年3月15日制定;中華民國24年3月25日公布,異動條文
90033,船舶無線電台條例,中華民國36年1月30日修正;中華民國36年2月12日公布,異動條文
90033,船舶無線電台條例,中華民國37年11月9日修正;中華民國37年11月26日公布,異動條文
90033,船舶無線電台條例,中華民國39年4月18日修正;中華民國38年8月13日公布,異動條文
90033,船舶無線電台條例,中華民國41年2月12日修正;中華民國41年2月27日公布,異動條文
90033,船舶無線電台條例,中華民國59年5月19日廢止;中華民國59年5月30日公布,廢止理由;立法歷程
90034,臺灣省糧食實物債券條例,中華民國57年8月6日制定;中華民國57年8月19日公布,立法歷程;異動條文
90034,臺灣省糧食實物債券條例,中華民國74年11月19日廢止;中華民國74年11月27日公布,廢止理由;立法歷程
90035,衛生事業人員任用條例,中華民國36年2月20日制定;中華民國36年3月1日公布,異動條文
90035,衛生事業人員任用條例,中華民國74年10月8日廢止;中華民國74年10月18日公布,廢止理由;立法歷程
90036,利率管理條例,中華民國36年12月6日制定;中華民國36年12月19日公布,異動條文
90036,利率管理條例,中華民國74年11月22日廢止;中華民國74年11月27日公布,廢止理由;立法歷程
90037,陸軍軍旗條例,中華民國42年4月24日制定;中華民國42年5月6日公布,立法歷程;異動條文
90037,陸軍軍旗條例,中華民國74年12月17日廢止;中華民國75年1月3日公布,廢止理由;立法歷程
90038,海軍旗章條例,中華民國39年10月27日制定;中華民國39年11月9日公布,異動條文
90038,海軍旗章條例,中華民國41年2月12日全文修正;中華民國41年2月27日公布,異動條文
90038,海軍旗章條例,中華民國74年12月17日廢止;中華民國75年1月3日公布,廢止理由;立法歷程
90039,空軍軍旗條例,中華民國37年12月31日制定;中華民國38年1月13日公布,異動條文
90039,空軍軍旗條例,中華民國43年4月27日修正;中華民國43年5月12日公布,立法歷程;異動條文
90039,空軍軍旗條例,中華民國74年12月17日廢止;中華民國75年1月3日公布,廢止理由;立法歷程
90040,礦場法,中華民國25年6月12日制定;中華民國25年6月25日公布,異動條文
90040,礦場法,中華民國75年11月11日廢止;中華民國75年11月24日公布,廢止理由;立法歷程
90041,捐資興辦社會福利事業褒獎條例,中華民國31年8月20日制定;中華民國31年8月29日公布,異動條文
90041,捐資興辦社會福利事業褒獎條例,中華民國36年6月12日全文修正;中華民國36年6月26日公布,異動條文
90041,捐資興辦社會福利事業褒獎條例,中華民國75年11月18日廢止;中華民國75年11月28日公布,廢止理由;立法歷程
90042,興辦水利事業獎勵條例,中華民國32年7月10日制定;中華民國32年7月29日公布,異動條文
90042,興辦水利事業獎勵條例,中華民國36年12月6日全文修正;中華民國36年12月20日公布,異動條文
90042,興辦水利事業獎勵條例,中華民國75年11月18日廢止;中華民國75年11月28日公布,廢止理由;立法歷程
90043,屠宰稅法,中華民國32年8月28日制定;中華民國32年9月16日公布,異動條文
90043,屠宰稅法,中華民國35年11月22日全文修正;中華民國35年12月4日公布,異動條文
90043,屠宰稅法,中華民國36年10月21日修正;中華民國36年11月14日公布,異動條文
90043,屠宰稅法,中華民國39年5月31日修正;中華民國39年6月17日公布,異動條文
90043,屠宰稅法,中華民國44年12月27日全文修正;中華民國44年12月31日公布,立法歷程;異動條文
90043,屠宰稅法,中華民國51年8月24日全文修正;中華民國51年8月29日公布,立法歷程;異動條文
90043,屠宰稅法,中華民國76年4月14日廢止;中華民國76年4月24日公布,廢止理由;立法歷程
90044,狩獵法,中華民國20年4月18日制定;中華民國21年12月28日公布,異動條文
90044,狩獵法,中華民國37年10月19日全文修正;中華民國37年11月2日公布,異動條文
90044,狩獵法,中華民國61年11月17日修正;中華民國61年11月30日公布,異動條文及理由;立法歷程
90044,狩獵法,中華民國78年6月9日廢止;中華民國78年6月23日公布,廢止理由;立法歷程
90045,師範學校法,中華民國21年11月26日制定;中華民國21年12月17日公布,異動條文
90045,師範學校法,中華民國68年11月6日廢止;中華民國68年11月21日公布,廢止理由;立法歷程
90046,工業會法,中華民國36年10月7日制定;中華民國36年10月27日公布,異動條文
90046,工業會法,中華民國63年12月17日廢止;中華民國63年12月28日公布,廢止理由;立法歷程
90047,臺灣省實物土地債券條例,中華民國42年1月20日制定;中華民國42年1月26日公布,異動條文
90047,臺灣省實物土地債券條例,中華民國42年6月19日修正;中華民國42年7月4日公布,立法歷程;異動條文
90047,臺灣省實物土地債券條例,中華民國43年4月6日修正;中華民國43年4月22日公布,立法歷程;異動條文
90047,臺灣省實物土地債券條例,中華民國69年12月26日廢止;中華民國70年1月12日公布,廢止理由;立法歷程
90048,縣長考績條例,中華民國33年12月9日制定;中華民國33年12月26日公布,異動條文
90048,縣長考績條例,中華民國36年1月30日修正;中華民國36年2月11日公布,異動條文
90048,縣長考績條例,中華民國68年11月9日廢止;中華民國68年11月19日公布,廢止理由;立法歷程
90049,陸軍軍官佐任職暫行條例,中華民國23年7月27日制定;中華民國23年7月27日公布,異動條文
90049,陸軍軍官佐任職暫行條例,中華民國31年6月2日修正;中華民國31年6月2日公布,異動條文
90049,陸軍軍官佐任職暫行條例,中華民國70年1月6日廢止;中華民國70年1月21日公布,廢止理由;立法歷程
90050,空軍軍官佐任職暫行條例,中華民國23年11月10日制定;中華民國23年11月10日公布,異動條文
90050,空軍軍官佐任職暫行條例,中華民國33年9月30日全文修正,異動條文
90050,空軍軍官佐任職暫行條例,中華民國70年1月6日廢止;中華民國70年1月21日公布,廢止理由;立法歷程
90051,經濟部農業局組織條例,中華民國70年7月20日制定;中華民國70年7月31日公布,異動條文及理由;立法歷程
90051,經濟部農業局組織條例,中華民國74年10月8日廢止;中華民國74年10月18日公布,廢止理由;立法歷程
90052,警察官任用條例,中華民國24年10月31日制定;中華民國24年11月9日公布,異動條文
90052,警察官任用條例,中華民國26年6月4日全文修正;中華民國26年6月15日公布,異動條文
90052,警察官任用條例,中華民國34年4月14日修正;中華民國34年4月27日公布,異動條文
90052,警察官任用條例,中華民國65年1月6日廢止;中華民國65年1月17日公布,廢止理由;立法歷程
90053,筵席及娛樂稅法,中華民國31年4月15日制定;中華民國31年4月24日公布,異動條文
90053,筵席及娛樂稅法,中華民國32年6月26日修正;中華民國32年7月8日公布,異動條文
90053,筵席及娛樂稅法,中華民國35年11月22日全文修正;中華民國35年12月5日公布,異動條文
90053,筵席及娛樂稅法,中華民國36年11月15日全文修正;中華民國36年12月1日公布,異動條文
90053,筵席及娛樂稅法,中華民國37年12月7日修正;中華民國37年12月30日公布,異動條文
90053,筵席及娛樂稅法,中華民國39年5月31日修正;中華民國39年6月17日公布,異動條文
90053,筵席及娛樂稅法,中華民國44年12月27日全文修正;中華民國44年12月31日公布,立法歷程;異動條文
90053,筵席及娛樂稅法,中華民國51年1月26日全文修正;中華民國51年2月3日公布,立法歷程;異動條文
90053,筵席及娛樂稅法,中華民國60年7月16日修正;中華民國60年7月30日公布,異動條文及理由;立法歷程
90053,筵席及娛樂稅法,中華民國69年5月27日廢止;中華民國69年6月29日公布,廢止理由;立法歷程
90054,電影檢查法,中華民國19年10月11日制定;中華民國19年11月3日公布,異動條文
90054,電影檢查法,中華民國23年5月4日修正;中華民國23年5月15日公布,異動條文
90054,電影檢查法,中華民國24年3月27日修正;中華民國24年4月4日公布,異動條文
90054,電影檢查法,中華民國32年7月10日修正;中華民國32年7月28日公布,異動條文
90054,電影檢查法,中華民國37年11月11日全文修正;中華民國37年11月26日公布,異動條文
90054,電影檢查法,中華民國44年1月11日全文修正;中華民國44年1月22日公布,立法歷程;異動條文
90054,電影檢查法,中華民國44年12月30日修正;中華民國45年1月10日公布,立法歷程;異動條文
90054,電影檢查法,中華民國45年10月23日修正;中華民國45年11月3日公布,立法歷程;異動條文
90054,電影檢查法,中華民國47年7月11日修正;中華民國47年7月21日公布,立法歷程;異動條文
90054,電影檢查法,中華民國72年11月8日廢止;中華民國72年11月18日公布,廢止理由;立法歷程
90055,財政部關務署組織法（民國25年）,中華民國25年3月20日制定;中華民國25年7月14日公布,異動條文
90055,財政部關務署組織法（民國25年）,中華民國31年7月10日全文修正;中華民國31年7月23日公布,異動條文
90055,財政部關務署組織法（民國25年）,中華民國71年11月9日廢止;中華民國71年11月19日公布,廢止理由;立法歷程
90056,種痘條例,中華民國33年2月29日制定;中華民國33年3月13日公布,異動條文
90056,種痘條例,中華民國37年12月3日修正;中華民國37年12月28日公布,異動條文
90056,種痘條例,中華民國70年12月29日廢止;中華民國71年1月6日公布,廢止理由;立法歷程
90057,社會救濟法,中華民國32年9月15日制定;中華民國32年9月29日公布,異動條文
90057,社會救濟法,中華民國69年5月30日廢止;中華民國69年6月14日公布,廢止理由;立法歷程
90058,九年國民教育實施條例,中華民國57年1月19日制定;中華民國57年1月27日公布,立法歷程;異動條文
90058,九年國民教育實施條例,中華民國68年5月8日廢止;中華民國68年5月23日公布,廢止理由;立法歷程
90059,中學法,中華民國21年11月12日制定;中華民國21年12月24日公布,異動條文
90059,中學法,中華民國68年4月20日廢止;中華民國68年5月2日公布,廢止理由;立法歷程
90060,國民學校法,中華民國33年2月29日制定;中華民國33年3月15日公布,異動條文
90060,國民學校法,中華民國68年5月8日廢止;中華民國68年5月23日公布,廢止理由;立法歷程
90061,兵工廠組織條例,中華民國18年10月5日制定;中華民國18年10月29日公布,異動條文
90061,兵工廠組織條例,中華民國20年6月27日全文修正;中華民國20年7月6日公布,異動條文
90061,兵工廠組織條例,中華民國71年12月21日廢止;中華民國71年12月31日公布,廢止理由;立法歷程
90062,輸出業同業公會法,中華民國26年11月17日制定;中華民國27年1月13日公布,異動條文
90062,輸出業同業公會法,中華民國71年12月3日廢止;中華民國71年12月15日公布,廢止理由;立法歷程
90063,中央原子醫學實驗院組織條例,中華民國46年4月19日制定;中華民國46年5月2日公布,立法歷程;異動條文
90063,中央原子醫學實驗院組織條例,中華民國68年3月27日廢止;中華民國68年4月6日公布,廢止理由;立法歷程
90064,度量衡器及計量器營業條例,中華民國19年8月24日制定;中華民國19年9月1日公布,異動條文
90064,度量衡器及計量器營業條例,中華民國32年11月16日修正;中華民國33年12月7日公布,異動條文
90064,度量衡器及計量器營業條例,中華民國35年10月29日修正;中華民國35年11月9日公布,異動條文
90064,度量衡器及計量器營業條例,中華民國43年3月9日全文修正;中華民國43年3月22日公布,立法歷程;異動條文
90064,度量衡器及計量器營業條例,中華民國73年4月6日廢止;中華民國73年4月18日公布,廢止理由;立法歷程
90065,中央造幣廠組織法,中華民國22年10月13日制定;中華民國22年10月21日公布,異動條文
90065,中央造幣廠組織法,中華民國24年3月8日修正;中華民國24年3月19日公布,異動條文
90065,中央造幣廠組織法,中華民國71年5月21日廢止;中華民國71年5月31日公布,廢止理由;立法歷程
90066,古物保存法,中華民國19年5月24日制定;中華民國19年6月2日公布,異動條文
90066,古物保存法,中華民國24年11月8日修正;中華民國24年11月10日公布,異動條文
90066,古物保存法,中華民國71年5月18日廢止;中華民國71年5月26日公布,廢止理由;立法歷程
90067,商港條例,中華民國22年6月16日制定;中華民國22年6月27日公布,異動條文
90067,商港條例,中華民國60年10月22日修正;中華民國60年11月4日公布,異動條文及理由;立法歷程
90067,商港條例,中華民國69年4月15日廢止;中華民國69年5月2日公布,廢止理由;立法歷程
90068,職業訓練金條例,中華民國61年1月28日制定;中華民國61年2月8日公布,立法歷程;異動條文
90068,職業訓練金條例,中華民國72年11月22日廢止;中華民國72年12月5日公布,廢止理由;立法歷程
90069,戰爭罪犯審判條例,中華民國35年10月15日制定;中華民國35年10月24日公布,異動條文
90069,戰爭罪犯審判條例,中華民國36年7月3日修正;中華民國36年7月15日公布,異動條文
90069,戰爭罪犯審判條例,中華民國67年5月12日廢止;中華民國67年5月19日公布,廢止理由;立法歷程
90070,陸海空軍軍官任官條例,中華民國45年4月13日制定;中華民國45年5月1日公布,立法歷程;異動條文
90070,陸海空軍軍官任官條例,中華民國69年6月20日廢止;中華民國69年6月29日公布,廢止理由;立法歷程
90071,中央生物化學製藥實驗處組織條例,中華民國35年9月28日制定;中華民國35年10月14日公布,異動條文
90071,中央生物化學製藥實驗處組織條例,中華民國37年3月13日全文修正;中華民國37年3月26日公布,異動條文
90071,中央生物化學製藥實驗處組織條例,中華民國62年5月25日廢止;中華民國62年6月7日公布,廢止理由;立法歷程
90072,中央防疫實驗處組織條例,中華民國35年10月29日制定;中華民國35年11月14日公布,異動條文
90072,中央防疫實驗處組織條例,中華民國37年3月13日全文修正;中華民國37年3月26日公布,異動條文
90072,中央防疫實驗處組織條例,中華民國62年5月25日廢止;中華民國62年6月7日公布,廢止理由;立法歷程
90073,統一中外地名譯文委員會組織條例,中華民國34年10月31日制定;中華民國34年11月17日公布,異動條文
90073,統一中外地名譯文委員會組織條例,中華民國62年5月25日廢止;中華民國62年6月7日公布,廢止理由;立法歷程
90074,工廠法施行條例,中華民國19年12月4日制定;中華民國19年12月16日公布,異動條文
90074,工廠法施行條例,中華民國21年11月19日全文修正;中華民國21年12月30日公布,異動條文
90074,工廠法施行條例,中華民國24年3月27日修正;中華民國24年4月10日公布,異動條文
90074,工廠法施行條例,中華民國25年11月27日修正;中華民國25年12月10日公布,異動條文
90074,工廠法施行條例,中華民國64年12月9日廢止;中華民國64年12月19日公布,廢止理由;立法歷程
90075,交通部交通技術標準委員會組織條例,中華民國34年6月30日制定;中華民國34年7月19日公布,異動條文
90075,交通部交通技術標準委員會組織條例,中華民國62年5月25日廢止;中華民國62年6月7日公布,廢止理由;立法歷程
90076,分類職位公務人員考績法,中華民國56年5月26日制定;中華民國56年6月8日公布,立法歷程;異動條文
90076,分類職位公務人員考績法,中華民國57年4月26日修正;中華民國57年5月9日公布,立法歷程;異動條文
90076,分類職位公務人員考績法,中華民國58年8月12日全文修正;中華民國58年8月25日公布,立法歷程;異動條文
90076,分類職位公務人員考績法,中華民國67年11月10日修正;中華民國67年11月20日公布,異動條文及理由;立法歷程
90076,分類職位公務人員考績法,中華民國76年1月9日廢止;中華民國76年1月14日公布,廢止理由;立法歷程
90077,外交部特派員公署組織條例,中華民國32年8月28日制定;中華民國32年9月11日公布,異動條文
